seed,source_timestep,target_timestep,total_depth,reset_depth,oracle_error,free_error,reset_error,free_minus_oracle,reset_minus_oracle,reset_gain,pre_reset_state_gap,recovery_ratio
2,50,34,16,8,0.00032621200080029666,0.00040562261710874736,0.00036773880128748715,7.94106163084507e-05,4.1526800487190485e-05,3.7883815821260214e-05,1.4204908438841812e-05,0.4770623574322858
2,50,34,16,12,0.00032621200080029666,0.00040562261710874736,0.0003473573306109756,7.94106163084507e-05,2.114532981067896e-05,5.826528649777174e-05,3.0565905035473406e-05,0.733721625726399
2,20,16,4,1,0.0001678612461546436,0.0001960329245775938,0.00018900797294918448,2.8171678422950208e-05,2.1146726794540882e-05,7.024951628409326e-06,4.41750671598129e-07,0.24936219713080396
2,20,16,4,2,0.0001678612461546436,0.0001960329245775938,0.00018195947632193565,2.8171678422950208e-05,1.4098230167292058e-05,1.407344825565815e-05,1.7606295159566798e-06,0.49956016267007863
2,20,16,4,3,0.0001678612461546436,0.0001960329245775938,0.00017493545601610094,2.8171678422950208e-05,7.074209861457348e-06,2.109746856149286e-05,3.942589501093607e-06,0.7488893009763201
2,20,12,8,2,0.000134108035126701,0.0001928868005052209,0.00017843015666585416,5.877876537851989e-05,4.432212153915316e-05,1.4456643839366734e-05,1.7606295159566798e-06,0.24595011049091836
2,20,12,8,4,0.000134108035126701,0.0001928868005052209,0.00016374411643482745,5.877876537851989e-05,2.963608130812645e-05,2.9142684070393443e-05,6.9731972871522885e-06,0.4958029295566549
2,20,12,8,6,0.000134108035126701,0.0001928868005052209,0.00014895881759002805,5.877876537851989e-05,1.485078246332705e-05,4.392798291519284e-05,1.553073525428772e-05,0.74734443012384
2,20,4,16,4,7.015582377789542e-05,0.00021022467990405858,0.00017830569413490593,0.00014006885612616315,0.00010814987035701051,3.191898576915264e-05,6.9731972871522885e-06,0.2278806770607343
2,20,4,16,8,7.015582377789542e-05,0.00021022467990405858,0.00014489504974335432,0.00014006885612616315,7.47392259654589e-05,6.532963016070426e-05,2.7315130864735693e-05,0.4664108208455732
2,20,4,16,12,7.015582377789542e-05,0.00021022467990405858,0.00010936475882772356,0.00014006885612616315,3.920893504982814e-05,0.00010085992107633501,6.037176353856921e-05,0.7200738541441948
3,90,86,4,1,0.004353920463472605,0.004494242835789919,0.004450771491974592,0.00014032237231731415,9.685102850198746e-05,4.347134381532669e-05,2.2533226911036763e-06,0.3097962434459415
3,90,86,4,2,0.004353920463472605,0.004494242835789919,0.004417635500431061,0.00014032237231731415,6.371503695845604e-05,7.660733535885811e-05,8.19009801489301e-06,0.5459381429614389
3,90,86,4,3,0.004353920463472605,0.004494242835789919,0.004382742568850517,0.00014032237231731415,2.882210537791252e-05,0.00011150026693940163,1.6870289982762188e-05,0.794600783168514
3,90,82,8,2,0.0026842139195650816,0.0028402896132320166,0.0027898955158889294,0.00015607569366693497,0.00010568159632384777,5.0394097343087196e-05,8.19009801489301e-06,0.322882417877495
3,90,82,8,4,0.0026842139195650816,0.0028402896132320166,0.002749890089035034,0.00015607569366693497,6.567616946995258e-05,9.039952419698238e-05,2.7680433049681596e-05,0.5792030909687621
